datum,vakcina,kraj_nuts_kod,kraj_nazev,vekova_skupina,prvnich_davek,druhych_davek,celkem_davek
2021-01-14,Comirnaty,CZ063,"Kraj Vysočina",25-29,37,0,37
2021-01-14,Comirnaty,CZ063,"Kraj Vysočina",30-34,42,0,42
2021-01-14,Comirnaty,CZ063,"Kraj Vysočina",35-39,63,0,63
2021-01-14,Comirnaty,CZ063,"Kraj Vysočina",40-44,55,0,55
2021-01-14,Comirnaty,CZ063,"Kraj Vysočina",45-49,70,0,70
2021-01-14,Comirnaty,CZ063,"Kraj Vysočina",50-54,69,0,69
2021-01-14,Comirnaty,CZ063,"Kraj Vysočina",55-59,62,0,62
2021-01-14,Comirnaty,CZ063,"Kraj Vysočina",60-64,38,0,38
2021-01-14,Comirnaty,CZ063,"Kraj Vysočina",65-69,16,0,16
2021-01-14,Comirnaty,CZ063,"Kraj Vysočina",70-74,12,0,12
2021-01-14,Comirnaty,CZ063,"Kraj Vysočina",75-79,11,0,11
2021-01-14,Comirnaty,CZ063,"Kraj Vysočina",80+,26,0,26
2021-01-14,Comirnaty,CZ064,"Jihomoravský kraj",0-17,1,0,1
2021-01-14,Comirnaty,CZ064,"Jihomoravský kraj",18-24,83,0,83
2021-01-14,Comirnaty,CZ064,"Jihomoravský kraj",25-29,122,0,122
2021-01-14,Comirnaty,CZ064,"Jihomoravský kraj",30-34,147,0,147
2021-01-14,Comirnaty,CZ064,"Jihomoravský kraj",35-39,208,0,208
2021-01-14,Comirnaty,CZ064,"Jihomoravský kraj",40-44,326,0,326
2021-01-14,Comirnaty,CZ064,"Jihomoravský kraj",45-49,331,0,331
2021-01-14,Comirnaty,CZ064,"Jihomoravský kraj",50-54,221,0,221
2021-01-14,Comirnaty,CZ064,"Jihomoravský kraj",55-59,252,0,252
2021-01-14,Comirnaty,CZ064,"Jihomoravský kraj",60-64,178,0,178
2021-01-14,Comirnaty,CZ064,"Jihomoravský kraj",65-69,99,0,99
2021-01-14,Comirnaty,CZ064,"Jihomoravský kraj",70-74,65,0,65
2021-01-14,Comirnaty,CZ064,"Jihomoravský kraj",75-79,52,0,52
2021-01-14,Comirnaty,CZ064,"Jihomoravský kraj",80+,138,0,138
2021-01-14,Comirnaty,CZ064,"Jihomoravský kraj",nezařazeno,3,0,3
2021-01-14,Comirnaty,CZ071,"Olomoucký kraj",18-24,27,0,27
2021-01-14,Comirnaty,CZ071,"Olomoucký kraj",25-29,37,0,37
2021-01-14,Comirnaty,CZ071,"Olomoucký kraj",30-34,27,0,27
2021-01-14,Comirnaty,CZ071,"Olomoucký kraj",35-39,61,0,61
2021-01-14,Comirnaty,CZ071,"Olomoucký kraj",40-44,80,0,80
2021-01-14,Comirnaty,CZ071,"Olomoucký kraj",45-49,109,0,109
2021-01-14,Comirnaty,CZ071,"Olomoucký kraj",50-54,80,0,80
2021-01-14,Comirnaty,CZ071,"Olomoucký kraj",55-59,67,0,67
2021-01-14,Comirnaty,CZ071,"Olomoucký kraj",60-64,45,0,45
2021-01-14,Comirnaty,CZ071,"Olomoucký kraj",65-69,45,0,45
2021-01-14,Comirnaty,CZ071,"Olomoucký kraj",70-74,39,0,39
2021-01-14,Comirnaty,CZ071,"Olomoucký kraj",75-79,36,0,36
2021-01-14,Comirnaty,CZ071,"Olomoucký kraj",80+,199,0,199
2021-01-14,Comirnaty,CZ072,"Zlínský kraj",18-24,18,0,18
2021-01-14,Comirnaty,CZ072,"Zlínský kraj",25-29,29,0,29
2021-01-14,Comirnaty,CZ072,"Zlínský kraj",30-34,36,0,36
2021-01-14,Comirnaty,CZ072,"Zlínský kraj",35-39,45,0,45
2021-01-14,Comirnaty,CZ072,"Zlínský kraj",40-44,71,0,71
2021-01-14,Comirnaty,CZ072,"Zlínský kraj",45-49,63,0,63
2021-01-14,Comirnaty,CZ072,"Zlínský kraj",50-54,76,0,76
2021-01-14,Comirnaty,CZ072,"Zlínský kraj",55-59,68,0,68
2021-01-14,Comirnaty,CZ072,"Zlínský kraj",60-64,44,0,44
2021-01-14,Comirnaty,CZ072,"Zlínský kraj",65-69,43,0,43
2021-01-14,Comirnaty,CZ072,"Zlínský kraj",70-74,39,0,39
2021-01-14,Comirnaty,CZ072,"Zlínský kraj",75-79,17,0,17
2021-01-14,Comirnaty,CZ072,"Zlínský kraj",80+,36,0,36
2021-01-14,Comirnaty,CZ080,"Moravskoslezský kraj",18-24,24,0,24
2021-01-14,Comirnaty,CZ080,"Moravskoslezský kraj",25-29,47,0,47
2021-01-14,Comirnaty,CZ080,"Moravskoslezský kraj",30-34,56,0,56
2021-01-14,Comirnaty,CZ080,"Moravskoslezský kraj",35-39,78,0,78
2021-01-14,Comirnaty,CZ080,"Moravskoslezský kraj",40-44,122,0,122
2021-01-14,Comirnaty,CZ080,"Moravskoslezský kraj",45-49,121,0,121
2021-01-14,Comirnaty,CZ080,"Moravskoslezský kraj",50-54,90,0,90
2021-01-14,Comirnaty,CZ080,"Moravskoslezský kraj",55-59,76,0,76
2021-01-14,Comirnaty,CZ080,"Moravskoslezský kraj",60-64,66,0,66
2021-01-14,Comirnaty,CZ080,"Moravskoslezský kraj",65-69,42,0,42
2021-01-14,Comirnaty,CZ080,"Moravskoslezský kraj",70-74,30,0,30
2021-01-14,Comirnaty,CZ080,"Moravskoslezský kraj",75-79,34,0,34
2021-01-14,Comirnaty,CZ080,"Moravskoslezský kraj",80+,144,0,144
2021-01-14,"COVID-19 Vaccine Moderna",CZ080,"Moravskoslezský kraj",18-24,20,0,20
2021-01-14,"COVID-19 Vaccine Moderna",CZ080,"Moravskoslezský kraj",25-29,23,0,23
2021-01-14,"COVID-19 Vaccine Moderna",CZ080,"Moravskoslezský kraj",30-34,28,0,28
2021-01-14,"COVID-19 Vaccine Moderna",CZ080,"Moravskoslezský kraj",35-39,37,0,37
2021-01-14,"COVID-19 Vaccine Moderna",CZ080,"Moravskoslezský kraj",40-44,53,0,53
2021-01-14,"COVID-19 Vaccine Moderna",CZ080,"Moravskoslezský kraj",45-49,56,0,56
2021-01-14,"COVID-19 Vaccine Moderna",CZ080,"Moravskoslezský kraj",50-54,75,0,75
2021-01-14,"COVID-19 Vaccine Moderna",CZ080,"Moravskoslezský kraj",55-59,83,0,83
2021-01-14,"COVID-19 Vaccine Moderna",CZ080,"Moravskoslezský kraj",60-64,59,0,59
2021-01-14,"COVID-19 Vaccine Moderna",CZ080,"Moravskoslezský kraj",65-69,67,0,67
2021-01-14,"COVID-19 Vaccine Moderna",CZ080,"Moravskoslezský kraj",70-74,73,0,73
2021-01-14,"COVID-19 Vaccine Moderna",CZ080,"Moravskoslezský kraj",75-79,107,0,107
2021-01-14,"COVID-19 Vaccine Moderna",CZ080,"Moravskoslezský kraj",80+,347,0,347
2021-01-15,Comirnaty,CZ010,"Hlavní město Praha",0-17,1,0,1
2021-01-15,Comirnaty,CZ010,"Hlavní město Praha",18-24,102,0,102
2021-01-15,Comirnaty,CZ010,"Hlavní město Praha",25-29,175,0,175
2021-01-15,Comirnaty,CZ010,"Hlavní město Praha",30-34,177,0,177
2021-01-15,Comirnaty,CZ010,"Hlavní město Praha",35-39,200,0,200
2021-01-15,Comirnaty,CZ010,"Hlavní město Praha",40-44,252,0,252
2021-01-15,Comirnaty,CZ010,"Hlavní město Praha",45-49,295,0,295
2021-01-15,Comirnaty,CZ010,"Hlavní město Praha",50-54,248,0,248
2021-01-15,Comirnaty,CZ010,"Hlavní město Praha",55-59,274,0,274
2021-01-15,Comirnaty,CZ010,"Hlavní město Praha",60-64,205,0,205
2021-01-15,Comirnaty,CZ010,"Hlavní město Praha",65-69,186,0,186
2021-01-15,Comirnaty,CZ010,"Hlavní město Praha",70-74,202,0,202
2021-01-15,Comirnaty,CZ010,"Hlavní město Praha",75-79,190,0,190
2021-01-15,Comirnaty,CZ010,"Hlavní město Praha",80+,884,0,884
2021-01-15,Comirnaty,CZ020,"Středočeský kraj",18-24,31,0,31
2021-01-15,Comirnaty,CZ020,"Středočeský kraj",25-29,28,0,28
2021-01-15,Comirnaty,CZ020,"Středočeský kraj",30-34,44,0,44
2021-01-15,Comirnaty,CZ020,"Středočeský kraj",35-39,70,0,70
2021-01-15,Comirnaty,CZ020,"Středočeský kraj",40-44,118,0,118
2021-01-15,Comirnaty,CZ020,"Středočeský kraj",45-49,147,0,147
2021-01-15,Comirnaty,CZ020,"Středočeský kraj",50-54,140,0,140
2021-01-15,Comirnaty,CZ020,"Středočeský kraj",55-59,129,0,129
2021-01-15,Comirnaty,CZ020,"Středočeský kraj",60-64,118,0,118
2021-01-15,Comirnaty,CZ020,"Středočeský kraj",65-69,101,0,101
2021-01-15,Comirnaty,CZ020,"Středočeský kraj",70-74,49,0,49
2021-01-15,Comirnaty,CZ020,"Středočeský kraj",75-79,16,0,16
2021-01-15,Comirnaty,CZ020,"Středočeský kraj",80+,15,0,15
2021-01-15,Comirnaty,CZ031,"Jihočeský kraj",0-17,3,0,3
2021-01-15,Comirnaty,CZ031,"Jihočeský kraj",18-24,26,0,26
2021-01-15,Comirnaty,CZ031,"Jihočeský kraj",25-29,47,0,47
2021-01-15,Comirnaty,CZ031,"Jihočeský kraj",30-34,52,0,52
2021-01-15,Comirnaty,CZ031,"Jihočeský kraj",35-39,88,0,88
2021-01-15,Comirnaty,CZ031,"Jihočeský kraj",40-44,139,0,139
2021-01-15,Comirnaty,CZ031,"Jihočeský kraj",45-49,147,0,147
2021-01-15,Comirnaty,CZ031,"Jihočeský kraj",50-54,144,0,144
2021-01-15,Comirnaty,CZ031,"Jihočeský kraj",55-59,137,0,137
2021-01-15,Comirnaty,CZ031,"Jihočeský kraj",60-64,108,0,108
2021-01-15,Comirnaty,CZ031,"Jihočeský kraj",65-69,76,0,76
2021-01-15,Comirnaty,CZ031,"Jihočeský kraj",70-74,73,0,73
2021-01-15,Comirnaty,CZ031,"Jihočeský kraj",75-79,62,0,62
2021-01-15,Comirnaty,CZ031,"Jihočeský kraj",80+,248,0,248
2021-01-15,Comirnaty,CZ032,"Plzeňský kraj",18-24,38,0,38
2021-01-15,Comirnaty,CZ032,"Plzeňský kraj",25-29,34,0,34
2021-01-15,Comirnaty,CZ032,"Plzeňský kraj",30-34,38,0,38
2021-01-15,Comirnaty,CZ032,"Plzeňský kraj",35-39,53,0,53
2021-01-15,Comirnaty,CZ032,"Plzeňský kraj",40-44,93,0,93
2021-01-15,Comirnaty,CZ032,"Plzeňský kraj",45-49,96,0,96
2021-01-15,Comirnaty,CZ032,"Plzeňský kraj",50-54,94,0,94
2021-01-15,Comirnaty,CZ032,"Plzeňský kraj",55-59,74,0,74
2021-01-15,Comirnaty,CZ032,"Plzeňský kraj",60-64,71,0,71
2021-01-15,Comirnaty,CZ032,"Plzeňský kraj",65-69,63,0,63
2021-01-15,Comirnaty,CZ032,"Plzeňský kraj",70-74,54,0,54
2021-01-15,Comirnaty,CZ032,"Plzeňský kraj",75-79,43,0,43
2021-01-15,Comirnaty,CZ032,"Plzeňský kraj",80+,142,0,142
2021-01-15,Comirnaty,CZ032,"Plzeňský kraj",nezařazeno,1,0,1
2021-01-15,Comirnaty,CZ041,"Karlovarský kraj",18-24,10,0,10
2021-01-15,Comirnaty,CZ041,"Karlovarský kraj",25-29,10,0,10
2021-01-15,Comirnaty,CZ041,"Karlovarský kraj",30-34,23,0,23
2021-01-15,Comirnaty,CZ041,"Karlovarský kraj",35-39,20,0,20
2021-01-15,Comirnaty,CZ041,"Karlovarský kraj",40-44,25,0,25
2021-01-15,Comirnaty,CZ041,"Karlovarský kraj",45-49,41,0,41
2021-01-15,Comirnaty,CZ041,"Karlovarský kraj",50-54,43,0,43
2021-01-15,Comirnaty,CZ041,"Karlovarský kraj",55-59,21,0,21
2021-01-15,Comirnaty,CZ041,"Karlovarský kraj",60-64,22,0,22
2021-01-15,Comirnaty,CZ041,"Karlovarský kraj",65-69,12,0,12
2021-01-15,Comirnaty,CZ041,"Karlovarský kraj",70-74,8,0,8
2021-01-15,Comirnaty,CZ041,"Karlovarský kraj",75-79,8,0,8
2021-01-15,Comirnaty,CZ041,"Karlovarský kraj",80+,14,0,14
2021-01-15,Comirnaty,CZ042,"Ústecký kraj",18-24,14,0,14
2021-01-15,Comirnaty,CZ042,"Ústecký kraj",25-29,12,0,12
2021-01-15,Comirnaty,CZ042,"Ústecký kraj",30-34,21,0,21
2021-01-15,Comirnaty,CZ042,"Ústecký kraj",35-39,22,0,22
2021-01-15,Comirnaty,CZ042,"Ústecký kraj",40-44,31,0,31
2021-01-15,Comirnaty,CZ042,"Ústecký kraj",45-49,55,0,55
2021-01-15,Comirnaty,CZ042,"Ústecký kraj",50-54,51,0,51
2021-01-15,Comirnaty,CZ042,"Ústecký kraj",55-59,51,0,51
2021-01-15,Comirnaty,CZ042,"Ústecký kraj",60-64,19,0,19
2021-01-15,Comirnaty,CZ042,"Ústecký kraj",65-69,19,0,19
2021-01-15,Comirnaty,CZ042,"Ústecký kraj",70-74,10,0,10
2021-01-15,Comirnaty,CZ042,"Ústecký kraj",75-79,11,0,11
2021-01-15,Comirnaty,CZ042,"Ústecký kraj",80+,35,0,35
2021-01-15,Comirnaty,CZ051,"Liberecký kraj",0-17,1,0,1
2021-01-15,Comirnaty,CZ051,"Liberecký kraj",18-24,18,0,18
2021-01-15,Comirnaty,CZ051,"Liberecký kraj",25-29,25,0,25
2021-01-15,Comirnaty,CZ051,"Liberecký kraj",30-34,21,0,21
2021-01-15,Comirnaty,CZ051,"Liberecký kraj",35-39,25,0,25
2021-01-15,Comirnaty,CZ051,"Liberecký kraj",40-44,29,0,29
2021-01-15,Comirnaty,CZ051,"Liberecký kraj",45-49,49,0,49
2021-01-15,Comirnaty,CZ051,"Liberecký kraj",50-54,44,0,44
2021-01-15,Comirnaty,CZ051,"Liberecký kraj",55-59,40,0,40
2021-01-15,Comirnaty,CZ051,"Liberecký kraj",60-64,32,0,32
2021-01-15,Comirnaty,CZ051,"Liberecký kraj",65-69,28,0,28
2021-01-15,Comirnaty,CZ051,"Liberecký kraj",70-74,20,0,20
2021-01-15,Comirnaty,CZ051,"Liberecký kraj",75-79,30,0,30
2021-01-15,Comirnaty,CZ051,"Liberecký kraj",80+,85,0,85
2021-01-15,Comirnaty,CZ052,"Královéhradecký kraj",0-17,3,0,3
2021-01-15,Comirnaty,CZ052,"Královéhradecký kraj",18-24,16,0,16
2021-01-15,Comirnaty,CZ052,"Královéhradecký kraj",25-29,21,0,21
2021-01-15,Comirnaty,CZ052,"Královéhradecký kraj",30-34,18,0,18
2021-01-15,Comirnaty,CZ052,"Královéhradecký kraj",35-39,49,0,49
2021-01-15,Comirnaty,CZ052,"Královéhradecký kraj",40-44,65,0,65
2021-01-15,Comirnaty,CZ052,"Královéhradecký kraj",45-49,66,0,66
2021-01-15,Comirnaty,CZ052,"Královéhradecký kraj",50-54,65,0,65
2021-01-15,Comirnaty,CZ052,"Královéhradecký kraj",55-59,60,0,60
2021-01-15,Comirnaty,CZ052,"Královéhradecký kraj",60-64,52,0,52
2021-01-15,Comirnaty,CZ052,"Královéhradecký kraj",65-69,47,0,47
2021-01-15,Comirnaty,CZ052,"Královéhradecký kraj",70-74,42,0,42
2021-01-15,Comirnaty,CZ052,"Královéhradecký kraj",75-79,34,0,34
2021-01-15,Comirnaty,CZ052,"Královéhradecký kraj",80+,134,0,134
2021-01-15,Comirnaty,CZ052,"Královéhradecký kraj",nezařazeno,1,0,1
2021-01-15,Comirnaty,CZ053,"Pardubický kraj",18-24,16,0,16
2021-01-15,Comirnaty,CZ053,"Pardubický kraj",25-29,27,0,27
2021-01-15,Comirnaty,CZ053,"Pardubický kraj",30-34,18,0,18
2021-01-15,Comirnaty,CZ053,"Pardubický kraj",35-39,38,0,38
2021-01-15,Comirnaty,CZ053,"Pardubický kraj",40-44,55,0,55
2021-01-15,Comirnaty,CZ053,"Pardubický kraj",45-49,67,0,67
2021-01-15,Comirnaty,CZ053,"Pardubický kraj",50-54,59,0,59
2021-01-15,Comirnaty,CZ053,"Pardubický kraj",55-59,39,0,39
2021-01-15,Comirnaty,CZ053,"Pardubický kraj",60-64,36,0,36
2021-01-15,Comirnaty,CZ053,"Pardubický kraj",65-69,26,0,26
2021-01-15,Comirnaty,CZ053,"Pardubický kraj",70-74,7,0,7
2021-01-15,Comirnaty,CZ053,"Pardubický kraj",75-79,1,0,1
2021-01-15,Comirnaty,CZ063,"Kraj Vysočina",0-17,1,0,1
2021-01-15,Comirnaty,CZ063,"Kraj Vysočina",18-24,6,0,6
2021-01-15,Comirnaty,CZ063,"Kraj Vysočina",25-29,12,0,12
2021-01-15,Comirnaty,CZ063,"Kraj Vysočina",30-34,13,0,13
2021-01-15,Comirnaty,CZ063,"Kraj Vysočina",35-39,8,0,8
2021-01-15,Comirnaty,CZ063,"Kraj Vysočina",40-44,11,0,11
2021-01-15,Comirnaty,CZ063,"Kraj Vysočina",45-49,14,0,14
2021-01-15,Comirnaty,CZ063,"Kraj Vysočina",50-54,14,0,14
2021-01-15,Comirnaty,CZ063,"Kraj Vysočina",55-59,12,0,12
2021-01-15,Comirnaty,CZ063,"Kraj Vysočina",60-64,20,0,20
2021-01-15,Comirnaty,CZ063,"Kraj Vysočina",65-69,10,0,10
2021-01-15,Comirnaty,CZ063,"Kraj Vysočina",70-74,7,0,7
2021-01-15,Comirnaty,CZ063,"Kraj Vysočina",75-79,11,0,11
2021-01-15,Comirnaty,CZ063,"Kraj Vysočina",80+,27,0,27
2021-01-15,Comirnaty,CZ063,"Kraj Vysočina",nezařazeno,1,0,1
2021-01-15,Comirnaty,CZ064,"Jihomoravský kraj",18-24,45,0,45
2021-01-15,Comirnaty,CZ064,"Jihomoravský kraj",25-29,103,0,103
2021-01-15,Comirnaty,CZ064,"Jihomoravský kraj",30-34,119,0,119
2021-01-15,Comirnaty,CZ064,"Jihomoravský kraj",35-39,175,0,175
2021-01-15,Comirnaty,CZ064,"Jihomoravský kraj",40-44,276,0,276
2021-01-15,Comirnaty,CZ064,"Jihomoravský kraj",45-49,235,0,235
2021-01-15,Comirnaty,CZ064,"Jihomoravský kraj",50-54,206,0,206
2021-01-15,Comirnaty,CZ064,"Jihomoravský kraj",55-59,183,0,183
2021-01-15,Comirnaty,CZ064,"Jihomoravský kraj",60-64,144,0,144
2021-01-15,Comirnaty,CZ064,"Jihomoravský kraj",65-69,82,0,82
2021-01-15,Comirnaty,CZ064,"Jihomoravský kraj",70-74,51,0,51
2021-01-15,Comirnaty,CZ064,"Jihomoravský kraj",75-79,51,0,51
2021-01-15,Comirnaty,CZ064,"Jihomoravský kraj",80+,192,0,192
2021-01-15,Comirnaty,CZ064,"Jihomoravský kraj",nezařazeno,1,0,1
2021-01-15,Comirnaty,CZ071,"Olomoucký kraj",18-24,6,0,6
2021-01-15,Comirnaty,CZ071,"Olomoucký kraj",25-29,25,0,25
2021-01-15,Comirnaty,CZ071,"Olomoucký kraj",30-34,29,0,29
2021-01-15,Comirnaty,CZ071,"Olomoucký kraj",35-39,43,0,43
2021-01-15,Comirnaty,CZ071,"Olomoucký kraj",40-44,68,0,68
2021-01-15,Comirnaty,CZ071,"Olomoucký kraj",45-49,56,0,56
2021-01-15,Comirnaty,CZ071,"Olomoucký kraj",50-54,70,0,70
2021-01-15,Comirnaty,CZ071,"Olomoucký kraj",55-59,84,0,84
2021-01-15,Comirnaty,CZ071,"Olomoucký kraj",60-64,60,0,60
2021-01-15,Comirnaty,CZ071,"Olomoucký kraj",65-69,39,0,39
2021-01-15,Comirnaty,CZ071,"Olomoucký kraj",70-74,20,0,20
2021-01-15,Comirnaty,CZ071,"Olomoucký kraj",75-79,30,0,30
2021-01-15,Comirnaty,CZ071,"Olomoucký kraj",80+,125,0,125
2021-01-15,Comirnaty,CZ072,"Zlínský kraj",18-24,11,0,11
2021-01-15,Comirnaty,CZ072,"Zlínský kraj",25-29,22,0,22
2021-01-15,Comirnaty,CZ072,"Zlínský kraj",30-34,33,0,33
2021-01-15,Comirnaty,CZ072,"Zlínský kraj",35-39,32,0,32
2021-01-15,Comirnaty,CZ072,"Zlínský kraj",40-44,58,0,58
2021-01-15,Comirnaty,CZ072,"Zlínský kraj",45-49,72,0,72
2021-01-15,Comirnaty,CZ072,"Zlínský kraj",50-54,59,0,59
2021-01-15,Comirnaty,CZ072,"Zlínský kraj",55-59,62,0,62
2021-01-15,Comirnaty,CZ072,"Zlínský kraj",60-64,54,0,54
2021-01-15,Comirnaty,CZ072,"Zlínský kraj",65-69,50,0,50
2021-01-15,Comirnaty,CZ072,"Zlínský kraj",70-74,28,0,28
2021-01-15,Comirnaty,CZ072,"Zlínský kraj",75-79,20,0,20
2021-01-15,Comirnaty,CZ072,"Zlínský kraj",80+,96,0,96
2021-01-15,Comirnaty,CZ072,"Zlínský kraj",nezařazeno,1,0,1
2021-01-15,Comirnaty,CZ080,"Moravskoslezský kraj",18-24,29,0,29
2021-01-15,Comirnaty,CZ080,"Moravskoslezský kraj",25-29,31,0,31
2021-01-15,Comirnaty,CZ080,"Moravskoslezský kraj",30-34,49,0,49
2021-01-15,Comirnaty,CZ080,"Moravskoslezský kraj",35-39,48,0,48
2021-01-15,Comirnaty,CZ080,"Moravskoslezský kraj",40-44,106,0,106
2021-01-15,Comirnaty,CZ080,"Moravskoslezský kraj",45-49,101,0,101
2021-01-15,Comirnaty,CZ080,"Moravskoslezský kraj",50-54,76,0,76
2021-01-15,Comirnaty,CZ080,"Moravskoslezský kraj",55-59,72,0,72
2021-01-15,Comirnaty,CZ080,"Moravskoslezský kraj",60-64,58,0,58
2021-01-15,Comirnaty,CZ080,"Moravskoslezský kraj",65-69,23,0,23
2021-01-15,Comirnaty,CZ080,"Moravskoslezský kraj",70-74,16,0,16
2021-01-15,Comirnaty,CZ080,"Moravskoslezský kraj",75-79,9,0,9
2021-01-15,Comirnaty,CZ080,"Moravskoslezský kraj",80+,5,0,5
2021-01-15,"COVID-19 Vaccine Moderna",CZ080,"Moravskoslezský kraj",18-24,8,0,8
2021-01-15,"COVID-19 Vaccine Moderna",CZ080,"Moravskoslezský kraj",25-29,14,0,14
2021-01-15,"COVID-19 Vaccine Moderna",CZ080,"Moravskoslezský kraj",30-34,16,0,16
2021-01-15,"COVID-19 Vaccine Moderna",CZ080,"Moravskoslezský kraj",35-39,34,0,34
2021-01-15,"COVID-19 Vaccine Moderna",CZ080,"Moravskoslezský kraj",40-44,55,0,55
2021-01-15,"COVID-19 Vaccine Moderna",CZ080,"Moravskoslezský kraj",45-49,71,0,71
2021-01-15,"COVID-19 Vaccine Moderna",CZ080,"Moravskoslezský kraj",50-54,80,0,80
2021-01-15,"COVID-19 Vaccine Moderna",CZ080,"Moravskoslezský kraj",55-59,79,0,79
2021-01-15,"COVID-19 Vaccine Moderna",CZ080,"Moravskoslezský kraj",60-64,62,0,62
2021-01-15,"COVID-19 Vaccine Moderna",CZ080,"Moravskoslezský kraj",65-69,36,0,36
2021-01-15,"COVID-19 Vaccine Moderna",CZ080,"Moravskoslezský kraj",70-74,41,0,41
2021-01-15,"COVID-19 Vaccine Moderna",CZ080,"Moravskoslezský kraj",75-79,43,0,43
2021-01-15,"COVID-19 Vaccine Moderna",CZ080,"Moravskoslezský kraj",80+,140,0,140
2021-01-16,Comirnaty,CZ010,"Hlavní město Praha",18-24,25,0,25
2021-01-16,Comirnaty,CZ010,"Hlavní město Praha",25-29,40,0,40
2021-01-16,Comirnaty,CZ010,"Hlavní město Praha",30-34,41,0,41
2021-01-16,Comirnaty,CZ010,"Hlavní město Praha",35-39,40,0,40
2021-01-16,Comirnaty,CZ010,"Hlavní město Praha",40-44,77,0,77
2021-01-16,Comirnaty,CZ010,"Hlavní město Praha",45-49,54,0,54
2021-01-16,Comirnaty,CZ010,"Hlavní město Praha",50-54,36,0,36
2021-01-16,Comirnaty,CZ010,"Hlavní město Praha",55-59,44,0,44
2021-01-16,Comirnaty,CZ010,"Hlavní město Praha",60-64,42,0,42
2021-01-16,Comirnaty,CZ010,"Hlavní město Praha",65-69,44,0,44
2021-01-16,Comirnaty,CZ010,"Hlavní město Praha",70-74,52,0,52
2021-01-16,Comirnaty,CZ010,"Hlavní město Praha",75-79,105,0,105
2021-01-16,Comirnaty,CZ010,"Hlavní město Praha",80+,1058,0,1058
2021-01-16,Comirnaty,CZ031,"Jihočeský kraj",18-24,1,0,1
2021-01-16,Comirnaty,CZ031,"Jihočeský kraj",25-29,1,0,1
2021-01-16,Comirnaty,CZ031,"Jihočeský kraj",30-34,3,0,3
2021-01-16,Comirnaty,CZ031,"Jihočeský kraj",35-39,6,0,6
2021-01-16,Comirnaty,CZ031,"Jihočeský kraj",40-44,10,0,10
2021-01-16,Comirnaty,CZ031,"Jihočeský kraj",45-49,7,0,7
2021-01-16,Comirnaty,CZ031,"Jihočeský kraj",50-54,10,0,10
2021-01-16,Comirnaty,CZ031,"Jihočeský kraj",55-59,4,0,4
2021-01-16,Comirnaty,CZ031,"Jihočeský kraj",60-64,14,0,14
2021-01-16,Comirnaty,CZ031,"Jihočeský kraj",65-69,8,0,8
2021-01-16,Comirnaty,CZ031,"Jihočeský kraj",70-74,4,0,4
2021-01-16,Comirnaty,CZ031,"Jihočeský kraj",80+,4,0,4
2021-01-16,Comirnaty,CZ032,"Plzeňský kraj",18-24,6,0,6
2021-01-16,Comirnaty,CZ032,"Plzeňský kraj",25-29,3,0,3
2021-01-16,Comirnaty,CZ032,"Plzeňský kraj",30-34,12,0,12
2021-01-16,Comirnaty,CZ032,"Plzeňský kraj",35-39,11,0,11
2021-01-16,Comirnaty,CZ032,"Plzeňský kraj",40-44,17,0,17
2021-01-16,Comirnaty,CZ032,"Plzeňský kraj",45-49,27,0,27
2021-01-16,Comirnaty,CZ032,"Plzeňský kraj",50-54,24,0,24
2021-01-16,Comirnaty,CZ032,"Plzeňský kraj",55-59,19,0,19
2021-01-16,Comirnaty,CZ032,"Plzeňský kraj",60-64,26,0,26
2021-01-16,Comirnaty,CZ032,"Plzeňský kraj",65-69,27,0,27
2021-01-16,Comirnaty,CZ032,"Plzeňský kraj",70-74,14,0,14
2021-01-16,Comirnaty,CZ032,"Plzeňský kraj",75-79,7,0,7
2021-01-16,Comirnaty,CZ032,"Plzeňský kraj",80+,50,0,50
2021-01-16,Comirnaty,CZ041,"Karlovarský kraj",18-24,1,0,1
2021-01-16,Comirnaty,CZ041,"Karlovarský kraj",30-34,1,0,1
2021-01-16,Comirnaty,CZ041,"Karlovarský kraj",35-39,2,0,2
2021-01-16,Comirnaty,CZ041,"Karlovarský kraj",40-44,4,0,4
2021-01-16,Comirnaty,CZ041,"Karlovarský kraj",45-49,6,0,6
2021-01-16,Comirnaty,CZ041,"Karlovarský kraj",50-54,3,0,3
2021-01-16,Comirnaty,CZ041,"Karlovarský kraj",55-59,4,0,4
2021-01-16,Comirnaty,CZ041,"Karlovarský kraj",60-64,5,0,5
2021-01-16,Comirnaty,CZ041,"Karlovarský kraj",65-69,1,0,1
2021-01-16,Comirnaty,CZ041,"Karlovarský kraj",70-74,8,0,8
2021-01-16,Comirnaty,CZ041,"Karlovarský kraj",75-79,7,0,7
2021-01-16,Comirnaty,CZ041,"Karlovarský kraj",80+,30,0,30
2021-01-16,Comirnaty,CZ042,"Ústecký kraj",18-24,5,0,5
2021-01-16,Comirnaty,CZ042,"Ústecký kraj",25-29,4,0,4
2021-01-16,Comirnaty,CZ042,"Ústecký kraj",30-34,6,0,6
2021-01-16,Comirnaty,CZ042,"Ústecký kraj",35-39,6,0,6
2021-01-16,Comirnaty,CZ042,"Ústecký kraj",40-44,22,0,22
2021-01-16,Comirnaty,CZ042,"Ústecký kraj",45-49,19,0,19
2021-01-16,Comirnaty,CZ042,"Ústecký kraj",50-54,16,0,16
