den;datum;orp_kod;orp_nazev;incidence_7;incidence_65_7;incidence_75_7;prevalence;prevalence_65;prevalence_75;aktualni_pocet_hospitalizovanych_osob;nove_hosp_7;testy_7
pátek;2020-03-13;4205;Litoměřice;3;0;0;4;0;0;0;0;10
pátek;2020-03-13;6310;Pelhřimov;0;0;0;0;0;0;0;0;0
pátek;2020-03-13;6311;Světlá nad Sázavou;0;0;0;0;0;0;0;0;0
pátek;2020-03-13;4206;Litvínov;0;0;0;0;0;0;0;0;0
pátek;2020-03-13;6312;Telč;0;0;0;0;0;0;0;0;0
pátek;2020-03-13;6313;Třebíč;0;0;0;0;0;0;0;0;1
pátek;2020-03-13;4208;Lovosice;0;0;0;0;0;0;0;0;2
pátek;2020-03-13;4207;Louny;0;0;0;0;0;0;0;0;2
pátek;2020-03-13;6314;Velké Meziříčí;0;0;0;0;0;0;0;0;0
pátek;2020-03-13;4209;Most;0;0;0;0;0;0;0;0;0
pátek;2020-03-13;6315;Žďár nad Sázavou;2;0;0;2;0;0;0;0;3
pátek;2020-03-13;4210;Podbořany;0;0;0;0;0;0;0;0;2
pátek;2020-03-13;4211;Roudnice nad Labem;0;0;0;0;0;0;0;0;1
pátek;2020-03-13;6401;Blansko;0;0;0;0;0;0;0;0;5
pátek;2020-03-13;6402;Boskovice;0;0;0;0;0;0;0;0;1
pátek;2020-03-13;4212;Rumburk;0;0;0;0;0;0;0;0;0
pátek;2020-03-13;4213;Teplice;0;0;0;0;0;0;0;0;3
pátek;2020-03-13;4214;Ústí nad Labem;2;0;0;2;0;0;0;0;9
pátek;2020-03-13;6404;Břeclav;0;0;0;0;0;0;0;0;2
pátek;2020-03-13;6403;Brno;3;2;1;3;2;1;0;0;63
pátek;2020-03-13;6405;Bučovice;0;0;0;0;0;0;0;0;1
pátek;2020-03-13;4215;Varnsdorf;0;0;0;0;0;0;0;0;1
pátek;2020-03-13;6406;Hodonín;0;0;0;0;0;0;0;0;0
pátek;2020-03-13;4216;Žatec;0;0;0;0;0;0;0;0;1
pátek;2020-03-13;6407;Hustopeče;0;0;0;0;0;0;0;0;1
pátek;2020-03-13;6408;Ivančice;0;0;0;0;0;0;0;0;0
pátek;2020-03-13;5102;Frýdlant;0;0;0;0;0;0;0;0;0
pátek;2020-03-13;5103;Jablonec nad Nisou;2;1;0;2;1;0;2;2;2
pátek;2020-03-13;6410;Kyjov;0;0;0;0;0;0;0;0;2
pátek;2020-03-13;6409;Kuřim;0;0;0;0;0;0;0;0;0
pátek;2020-03-13;5104;Jilemnice;0;0;0;0;0;0;0;0;0
pátek;2020-03-13;6411;Mikulov;0;0;0;0;0;0;0;0;4
pátek;2020-03-13;5105;Liberec;0;0;0;0;0;0;0;0;1
pátek;2020-03-13;6412;Moravský Krumlov;0;0;0;0;0;0;0;0;2
pátek;2020-03-13;5106;Nový Bor;0;0;0;0;0;0;0;0;0
pátek;2020-03-13;6413;Pohořelice;0;0;0;0;0;0;0;0;1
pátek;2020-03-13;5107;Semily;0;0;0;0;0;0;0;0;1
pátek;2020-03-13;6414;Rosice;0;0;0;0;0;0;0;0;0
pátek;2020-03-13;5108;Tanvald;0;0;0;0;0;0;0;0;0
pátek;2020-03-13;5109;Turnov;0;0;0;0;0;0;0;0;0
pátek;2020-03-13;6415;Slavkov u Brna;0;0;0;0;0;0;0;0;1
pátek;2020-03-13;6416;Šlapanice;0;0;0;0;0;0;0;0;8
pátek;2020-03-13;6417;Tišnov;0;0;0;0;0;0;0;0;5
pátek;2020-03-13;5201;Broumov;0;0;0;0;0;0;0;0;0
pátek;2020-03-13;6418;Veselí nad Moravou;0;0;0;0;0;0;0;0;1
pátek;2020-03-13;5202;Dobruška;0;0;0;0;0;0;0;0;0
pátek;2020-03-13;5110;Železný Brod;0;0;0;0;0;0;0;0;0
pátek;2020-03-13;6419;Vyškov;0;0;0;0;0;0;0;0;6
pátek;2020-03-13;6420;Znojmo;0;0;0;0;0;0;0;0;5
pátek;2020-03-13;5204;Hořice;0;0;0;0;0;0;0;0;0
pátek;2020-03-13;6421;Židlochovice;1;0;0;1;0;0;1;1;1
pátek;2020-03-13;5205;Hradec Králové;3;0;0;3;0;0;0;0;10
pátek;2020-03-13;7101;Hranice;1;0;0;1;0;0;0;0;1
pátek;2020-03-13;5206;Jaroměř;0;0;0;0;0;0;0;0;0
pátek;2020-03-13;7102;Jeseník;0;0;0;0;0;0;0;0;0
pátek;2020-03-13;7103;Konice;0;0;0;0;0;0;0;0;2
pátek;2020-03-13;7104;Lipník nad Bečvou;0;0;0;0;0;0;0;0;1
pátek;2020-03-13;7105;Litovel;4;0;0;4;0;0;0;0;6
pátek;2020-03-13;7106;Mohelnice;0;0;0;0;0;0;0;0;0
pátek;2020-03-13;7107;Olomouc;1;0;0;1;0;0;0;0;37
pátek;2020-03-13;7108;Prostějov;0;0;0;0;0;0;0;0;26
pátek;2020-03-13;5203;Dvůr Králové nad Labem;0;0;0;0;0;0;0;0;2
pátek;2020-03-13;5101;Česká Lípa;0;0;0;0;0;0;0;0;0
pátek;2020-03-13;7109;Přerov;0;0;0;0;0;0;0;0;12
sobota;2020-03-14;4212;Rumburk;0;0;0;0;0;0;0;0;0
sobota;2020-03-14;6402;Boskovice;0;0;0;0;0;0;0;0;1
sobota;2020-03-14;6401;Blansko;0;0;0;0;0;0;0;0;5
sobota;2020-03-14;4211;Roudnice nad Labem;0;0;0;0;0;0;0;0;2
sobota;2020-03-14;4210;Podbořany;0;0;0;0;0;0;0;0;2
sobota;2020-03-14;6315;Žďár nad Sázavou;2;0;0;2;0;0;0;0;4
sobota;2020-03-14;4209;Most;0;0;0;0;0;0;0;0;1
sobota;2020-03-14;6314;Velké Meziříčí;0;0;0;0;0;0;0;0;0
sobota;2020-03-14;4207;Louny;0;0;0;0;0;0;0;0;2
sobota;2020-03-14;4208;Lovosice;0;0;0;0;0;0;0;0;3
sobota;2020-03-14;6313;Třebíč;0;0;0;0;0;0;0;0;1
sobota;2020-03-14;6312;Telč;0;0;0;0;0;0;0;0;0
sobota;2020-03-14;4206;Litvínov;0;0;0;0;0;0;0;0;0
sobota;2020-03-14;6311;Světlá nad Sázavou;0;0;0;0;0;0;0;0;0
sobota;2020-03-14;6310;Pelhřimov;0;0;0;0;0;0;0;0;0
sobota;2020-03-14;4205;Litoměřice;3;0;0;4;0;0;0;0;12
sobota;2020-03-14;4204;Kadaň;0;0;0;0;0;0;0;0;1
sobota;2020-03-14;6309;Pacov;0;0;0;0;0;0;0;0;0
sobota;2020-03-14;4203;Chomutov;0;0;0;0;0;0;0;0;2
sobota;2020-03-14;4107;Sokolov;0;0;0;0;0;0;0;0;2
sobota;2020-03-14;6308;Nové Město na Moravě;0;0;0;0;0;0;0;0;0
sobota;2020-03-14;4202;Děčín;2;0;0;11;2;0;0;0;26
sobota;2020-03-14;6307;Náměšť nad Oslavou;0;0;0;0;0;0;0;0;1
sobota;2020-03-14;4201;Bílina;0;0;0;0;0;0;0;0;3
sobota;2020-03-14;6306;Moravské Budějovice;0;0;0;0;0;0;0;0;0
sobota;2020-03-14;4106;Ostrov;0;0;0;0;0;0;0;0;0
sobota;2020-03-14;8022;Vítkov;0;0;0;0;0;0;0;0;3
sobota;2020-03-14;6305;Jihlava;0;0;0;0;0;0;0;0;1
sobota;2020-03-14;8021;Třinec;0;0;0;0;0;0;0;0;11
sobota;2020-03-14;6304;Chotěboř;0;0;0;0;0;0;0;0;0
sobota;2020-03-14;4105;Mariánské Lázně;5;0;0;5;0;0;0;0;5
sobota;2020-03-14;8020;Rýmařov;0;0;0;0;0;0;0;0;3
sobota;2020-03-14;6303;Humpolec;0;0;0;0;0;0;0;0;0
sobota;2020-03-14;4104;Kraslice;0;0;0;0;0;0;0;0;0
sobota;2020-03-14;8015;Nový Jičín;0;0;0;0;0;0;0;0;6
sobota;2020-03-14;8019;Ostrava;2;0;0;2;0;0;0;0;53
sobota;2020-03-14;6302;Havlíčkův Brod;0;0;0;0;0;0;0;0;3
sobota;2020-03-14;4103;Karlovy Vary;3;2;1;3;2;1;0;0;2
sobota;2020-03-14;8018;Orlová;0;0;0;0;0;0;0;0;8
sobota;2020-03-14;4102;Cheb;0;0;0;0;0;0;0;0;1
sobota;2020-03-14;6301;Bystřice nad Pernštejnem;0;0;0;0;0;0;0;0;2
sobota;2020-03-14;4101;Aš;0;0;0;0;0;0;0;0;0
sobota;2020-03-14;5315;Žamberk;0;0;0;0;0;0;0;0;0
sobota;2020-03-14;5313;Ústí nad Orlicí;0;0;0;0;0;0;0;0;1
sobota;2020-03-14;3215;Tachov;0;0;0;0;0;0;0;0;0
sobota;2020-03-14;5314;Vysoké Mýto;0;0;0;0;0;0;0;0;1
sobota;2020-03-14;3214;Sušice;0;0;0;0;0;0;0;0;0
sobota;2020-03-14;3213;Stříbro;0;0;0;0;0;0;0;0;1
sobota;2020-03-14;5312;Svitavy;0;0;0;0;0;0;0;0;2
sobota;2020-03-14;3212;Stod;0;0;0;0;0;0;0;0;0
sobota;2020-03-14;5311;Přelouč;0;0;0;0;0;0;0;0;2
sobota;2020-03-14;3211;Rokycany;0;0;0;0;0;0;0;0;0
sobota;2020-03-14;5310;Polička;0;0;0;0;0;0;0;0;1
sobota;2020-03-14;3210;Přeštice;0;0;0;0;0;0;0;0;0
sobota;2020-03-14;5309;Pardubice;1;1;0;1;1;0;0;0;7
sobota;2020-03-14;3209;Plzeň;2;0;0;2;0;0;0;3;4
sobota;2020-03-14;5308;Moravská Třebová;0;0;0;0;0;0;0;0;0
sobota;2020-03-14;3208;Nýřany;0;0;0;0;0;0;0;0;0
sobota;2020-03-14;5307;Litomyšl;1;0;0;1;0;0;0;0;5
sobota;2020-03-14;3207;Nepomuk;0;0;0;0;0;0;0;0;0
sobota;2020-03-14;5306;Lanškroun;0;0;0;0;0;0;0;0;3
sobota;2020-03-14;3206;Kralovice;0;0;0;0;0;0;0;0;0
sobota;2020-03-14;5305;Králíky;0;0;0;0;0;0;0;0;0
sobota;2020-03-14;5304;Chrudim;0;0;0;0;0;0;0;0;1
sobota;2020-03-14;3205;Klatovy;0;0;0;0;0;0;0;0;0
sobota;2020-03-14;3204;Horšovský Týn;0;0;0;0;0;0;0;0;0
sobota;2020-03-14;5303;Holice;0;0;0;0;0;0;0;0;1
sobota;2020-03-14;3203;Horažďovice;0;0;0;0;0;0;0;0;0
sobota;2020-03-14;5302;Hlinsko;0;0;0;0;0;0;0;0;1
sobota;2020-03-14;3202;Domažlice;0;0;0;0;0;0;0;0;0
sobota;2020-03-14;3201;Blovice;0;0;0;0;0;0;0;0;0
sobota;2020-03-14;3117;Vodňany;0;0;0;0;0;0;0;0;1
sobota;2020-03-14;3116;Vimperk;0;0;0;0;0;0;0;0;2
sobota;2020-03-14;3115;Týn nad Vltavou;0;0;0;0;0;0;0;0;2
sobota;2020-03-14;3114;Třeboň;0;0;0;0;0;0;0;0;7
sobota;2020-03-14;3113;Trhové Sviny;0;0;0;0;0;0;0;0;7
sobota;2020-03-14;3112;Tábor;0;0;0;0;0;0;0;0;10
sobota;2020-03-14;3111;Strakonice;0;0;0;0;0;0;0;0;6
sobota;2020-03-14;3110;Soběslav;0;0;0;0;0;0;0;0;1
sobota;2020-03-14;3109;Prachatice;1;0;0;1;0;0;0;0;6
sobota;2020-03-14;3108;Písek;0;0;0;0;0;0;0;0;10
sobota;2020-03-14;3107;Milevsko;0;0;0;0;0;0;0;0;0
sobota;2020-03-14;3106;Kaplice;0;0;0;0;0;0;0;0;3
sobota;2020-03-14;8017;Opava;0;0;0;0;0;0;0;0;6
sobota;2020-03-14;3105;Jindřichův Hradec;0;0;0;0;0;0;0;0;14
sobota;2020-03-14;8016;Odry;1;0;0;1;0;0;0;0;2
sobota;2020-03-14;3104;Dačice;0;0;0;0;0;0;0;0;0
sobota;2020-03-14;8011;Karviná;0;0;0;0;0;0;0;0;9
sobota;2020-03-14;3103;Český Krumlov;0;0;0;0;0;0;0;0;7
sobota;2020-03-14;3102;České Budějovice;1;0;0;1;0;0;0;0;33
sobota;2020-03-14;8014;Krnov;0;0;0;0;0;0;0;0;1
sobota;2020-03-14;8013;Kravaře;0;0;0;0;0;0;0;0;1
sobota;2020-03-14;3101;Blatná;0;0;0;0;0;0;0;0;1
sobota;2020-03-14;2026;Votice;0;0;0;0;0;0;0;0;0
sobota;2020-03-14;8012;Kopřivnice;0;0;0;0;0;0;0;0;7
sobota;2020-03-14;2025;Vlašim;0;0;0;0;0;0;0;0;0
sobota;2020-03-14;8010;Jablunkov;0;0;0;0;0;0;0;0;0
sobota;2020-03-14;2024;Slaný;4;2;1;4;2;1;0;0;4
sobota;2020-03-14;5301;Česká Třebová;0;0;0;0;0;0;0;0;0
sobota;2020-03-14;8009;Hlučín;0;0;0;0;0;0;0;0;4
sobota;2020-03-14;8008;Havířov;0;0;0;0;0;0;0;0;15
sobota;2020-03-14;2023;Sedlčany;0;0;0;0;0;0;0;0;0
sobota;2020-03-14;5215;Vrchlabí;0;0;0;0;0;0;0;0;0
sobota;2020-03-14;2022;Říčany;2;0;0;2;0;0;0;0;2
sobota;2020-03-14;5214;Trutnov;0;0;0;0;0;0;0;0;1
sobota;2020-03-14;2021;Rakovník;0;0;0;0;0;0;0;0;0
sobota;2020-03-14;8007;Frýdlant nad Ostravicí;0;0;0;0;0;0;0;0;14
sobota;2020-03-14;7203;Kroměříž;0;0;0;0;0;0;0;0;4
sobota;2020-03-14;5213;Rychnov nad Kněžnou;0;0;0;0;0;0;0;0;1
sobota;2020-03-14;2020;Příbram;0;0;0;0;0;0;0;0;0
sobota;2020-03-14;2019;Poděbrady;0;0;0;0;0;0;0;0;0
sobota;2020-03-14;5212;Nový Bydžov;0;0;0;0;0;0;0;0;0
sobota;2020-03-14;5211;Nové Město nad Metují;0;0;0;0;0;0;0;0;0
sobota;2020-03-14;2018;Nymburk;5;0;0;5;0;0;0;0;8
sobota;2020-03-14;5210;Nová Paka;0;0;0;0;0;0;0;0;0
sobota;2020-03-14;2017;Neratovice;2;0;0;2;0;0;0;0;0
sobota;2020-03-14;8006;Frýdek-Místek;4;0;0;4;0;0;0;0;66
sobota;2020-03-14;5209;Náchod;3;0;0;3;0;0;0;0;1
sobota;2020-03-14;2016;Mnichovo Hradiště;0;0;0;0;0;0;0;0;0
sobota;2020-03-14;5208;Kostelec nad Orlicí;1;0;0;1;0;0;0;0;0
sobota;2020-03-14;8005;Frenštát pod Radhoštěm;0;0;0;0;0;0;0;0;3
sobota;2020-03-14;2015;Mladá Boleslav;1;0;0;1;0;0;0;0;1
sobota;2020-03-14;5207;Jičín;0;0;0;0;0;0;0;0;0
sobota;2020-03-14;8004;Český Těšín;0;0;0;0;0;0;0;0;8
sobota;2020-03-14;2014;Mělník;3;0;0;3;0;0;0;0;0
sobota;2020-03-14;8003;Bruntál;0;0;0;0;0;0;0;0;2
sobota;2020-03-14;2013;Lysá nad Labem;0;0;0;0;0;0;0;0;0
sobota;2020-03-14;8002;Bohumín;0;0;0;0;0;0;0;0;5
sobota;2020-03-14;2012;Kutná Hora;1;0;0;1;0;0;0;0;0
sobota;2020-03-14;8001;Bílovec;1;0;0;1;0;0;0;0;6
sobota;2020-03-14;2011;Kralupy nad Vltavou;3;1;0;3;1;0;0;0;1
sobota;2020-03-14;7213;Zlín;0;0;0;0;0;0;0;0;53
sobota;2020-03-14;2010;Kolín;0;0;0;0;0;0;0;0;0
sobota;2020-03-14;7212;Vsetín;0;0;0;0;0;0;0;0;17
sobota;2020-03-14;2009;Kladno;2;0;0;2;0;0;0;0;0
sobota;2020-03-14;7211;Vizovice;0;0;0;0;0;0;0;0;9
sobota;2020-03-14;2008;Hořovice;0;0;0;0;0;0;0;0;0
sobota;2020-03-14;7210;Valašské Meziříčí;0;0;0;0;0;0;0;0;12
sobota;2020-03-14;2007;Dobříš;1;0;0;1;0;0;0;0;1
sobota;2020-03-14;7209;Valašské Klobouky;0;0;0;0;0;0;0;0;2
sobota;2020-03-14;2006;Český Brod;0;0;0;0;0;0;0;0;0
sobota;2020-03-14;7208;Uherský Brod;1;0;0;1;0;0;0;0;20
sobota;2020-03-14;2004;Čáslav;0;0;0;0;0;0;0;0;0
sobota;2020-03-14;2005;Černošice;0;0;0;-1;0;0;0;1;0
sobota;2020-03-14;7207;Uherské Hradiště;8;0;0;8;0;0;0;0;56
sobota;2020-03-14;7206;Rožnov pod Radhoštěm;3;0;0;4;0;0;0;0;21
sobota;2020-03-14;2003;Brandýs n.L.- St.Boleslav;0;0;0;0;0;0;0;0;2
sobota;2020-03-14;7205;Otrokovice;0;0;0;0;0;0;0;0;17
sobota;2020-03-14;2002;Beroun;0;0;0;0;0;0;0;0;0
sobota;2020-03-14;7204;Luhačovice;0;0;0;0;0;0;0;0;7
sobota;2020-03-14;2001;Benešov;0;0;0;0;0;0;0;0;0
sobota;2020-03-14;0;Praha;56;5;1;72;6;1;0;0;68
sobota;2020-03-14;7202;Holešov;0;0;0;0;0;0;0;0;0
sobota;2020-03-14;7201;Bystřice pod Hostýnem;0;0;0;0;0;0;0;0;0
sobota;2020-03-14;7113;Zábřeh;1;0;0;1;0;0;0;0;1
sobota;2020-03-14;7112;Uničov;11;3;1;11;3;1;0;0;17
sobota;2020-03-14;7111;Šumperk;1;0;0;1;0;0;0;0;1
sobota;2020-03-14;7110;Šternberk;1;1;0;1;1;0;0;0;7
sobota;2020-03-14;7109;Přerov;0;0;0;0;0;0;0;0;12
sobota;2020-03-14;5101;Česká Lípa;0;0;0;0;0;0;0;0;0
sobota;2020-03-14;5203;Dvůr Králové nad Labem;0;0;0;0;0;0;0;0;2
sobota;2020-03-14;7108;Prostějov;0;0;0;0;0;0;0;0;26
sobota;2020-03-14;7107;Olomouc;2;0;0;2;0;0;0;0;43
sobota;2020-03-14;7106;Mohelnice;0;0;0;0;0;0;0;0;0
sobota;2020-03-14;7105;Litovel;4;0;0;4;0;0;0;0;7
sobota;2020-03-14;7104;Lipník nad Bečvou;0;0;0;0;0;0;0;0;1
sobota;2020-03-14;7103;Konice;0;0;0;0;0;0;0;0;2
sobota;2020-03-14;7102;Jeseník;0;0;0;0;0;0;0;0;0
sobota;2020-03-14;5206;Jaroměř;0;0;0;0;0;0;0;0;1
sobota;2020-03-14;7101;Hranice;1;0;0;1;0;0;0;0;1
sobota;2020-03-14;5205;Hradec Králové;3;0;0;3;0;0;0;0;6
sobota;2020-03-14;6421;Židlochovice;1;0;0;1;0;0;1;1;1
sobota;2020-03-14;5204;Hořice;0;0;0;0;0;0;0;0;0
sobota;2020-03-14;6420;Znojmo;0;0;0;0;0;0;0;0;1
sobota;2020-03-14;6419;Vyškov;0;0;0;0;0;0;0;0;5
sobota;2020-03-14;5110;Železný Brod;0;0;0;0;0;0;0;0;0
sobota;2020-03-14;5202;Dobruška;0;0;0;0;0;0;0;0;0
sobota;2020-03-14;6418;Veselí nad Moravou;0;0;0;0;0;0;0;0;1
sobota;2020-03-14;5201;Broumov;0;0;0;0;0;0;0;0;0
sobota;2020-03-14;6417;Tišnov;0;0;0;0;0;0;0;0;6
sobota;2020-03-14;6416;Šlapanice;0;0;0;0;0;0;0;0;12
sobota;2020-03-14;6415;Slavkov u Brna;0;0;0;0;0;0;0;0;1
sobota;2020-03-14;5109;Turnov;0;0;0;0;0;0;0;0;0
sobota;2020-03-14;6414;Rosice;0;0;0;0;0;0;0;0;0
sobota;2020-03-14;5108;Tanvald;0;0;0;0;0;0;0;0;0
sobota;2020-03-14;5107;Semily;0;0;0;0;0;0;0;0;1
sobota;2020-03-14;6413;Pohořelice;0;0;0;0;0;0;0;0;1
sobota;2020-03-14;5106;Nový Bor;0;0;0;0;0;0;0;0;0
sobota;2020-03-14;6412;Moravský Krumlov;0;0;0;0;0;0;0;0;2
sobota;2020-03-14;5105;Liberec;0;0;0;0;0;0;0;0;1
sobota;2020-03-14;6411;Mikulov;0;0;0;0;0;0;0;0;5
sobota;2020-03-14;5104;Jilemnice;0;0;0;0;0;0;0;0;0
sobota;2020-03-14;6409;Kuřim;0;0;0;0;0;0;0;0;1
sobota;2020-03-14;6410;Kyjov;1;0;0;1;0;0;0;0;4
sobota;2020-03-14;5103;Jablonec nad Nisou;2;1;0;2;1;0;3;3;2
sobota;2020-03-14;5102;Frýdlant;0;0;0;0;0;0;0;0;0
sobota;2020-03-14;6408;Ivančice;0;0;0;0;0;0;0;0;0
sobota;2020-03-14;6407;Hustopeče;0;0;0;0;0;0;0;0;1
sobota;2020-03-14;4216;Žatec;0;0;0;0;0;0;0;0;2
sobota;2020-03-14;6406;Hodonín;0;0;0;0;0;0;0;0;2
sobota;2020-03-14;4215;Varnsdorf;0;0;0;0;0;0;0;0;2
sobota;2020-03-14;6405;Bučovice;0;0;0;0;0;0;0;0;1
sobota;2020-03-14;6403;Brno;5;3;2;5;3;2;0;0;88
sobota;2020-03-14;6404;Břeclav;2;0;0;2;0;0;0;0;21
sobota;2020-03-14;4214;Ústí nad Labem;2;0;0;2;0;0;0;0;13
sobota;2020-03-14;4213;Teplice;0;0;0;0;0;0;0;0;5
neděle;2020-03-15;7110;Šternberk;1;1;0;1;1;0;0;0;5
neděle;2020-03-15;7111;Šumperk;1;0;0;1;0;0;0;0;0
neděle;2020-03-15;7112;Uničov;12;3;1;12;3;1;0;0;16
neděle;2020-03-15;7113;Zábřeh;1;0;0;1;0;0;0;0;1
neděle;2020-03-15;7201;Bystřice pod Hostýnem;0;0;0;0;0;0;0;0;0
neděle;2020-03-15;7202;Holešov;0;0;0;0;0;0;0;0;0
neděle;2020-03-15;0;Praha;96;12;3;111;13;3;1;1;93
neděle;2020-03-15;2001;Benešov;0;0;0;0;0;0;0;0;0
neděle;2020-03-15;7204;Luhačovice;0;0;0;0;0;0;0;0;7
neděle;2020-03-15;2002;Beroun;0;0;0;0;0;0;0;0;0
neděle;2020-03-15;7205;Otrokovice;0;0;0;0;0;0;0;0;17
neděle;2020-03-15;2003;Brandýs n.L.- St.Boleslav;2;0;0;2;0;0;0;0;3
neděle;2020-03-15;7206;Rožnov pod Radhoštěm;3;0;0;4;0;0;0;0;20
neděle;2020-03-15;7207;Uherské Hradiště;14;2;1;14;2;1;0;0;58
neděle;2020-03-15;2005;Černošice;0;0;0;-1;0;0;0;1;0
neděle;2020-03-15;2004;Čáslav;0;0;0;0;0;0;0;0;0
neděle;2020-03-15;7208;Uherský Brod;1;0;0;1;0;0;0;0;18
neděle;2020-03-15;2006;Český Brod;0;0;0;0;0;0;0;0;0
neděle;2020-03-15;7209;Valašské Klobouky;0;0;0;0;0;0;0;0;2
neděle;2020-03-15;2007;Dobříš;1;0;0;1;0;0;0;0;1
neděle;2020-03-15;7210;Valašské Meziříčí;0;0;0;0;0;0;0;0;16
neděle;2020-03-15;2008;Hořovice;1;0;0;1;0;0;0;0;0
neděle;2020-03-15;7211;Vizovice;0;0;0;0;0;0;0;0;8
neděle;2020-03-15;2009;Kladno;2;0;0;2;0;0;0;0;0
neděle;2020-03-15;7212;Vsetín;0;0;0;0;0;0;0;0;17
neděle;2020-03-15;2010;Kolín;0;0;0;0;0;0;0;0;1
neděle;2020-03-15;7213;Zlín;3;1;0;3;1;0;0;0;50
neděle;2020-03-15;2011;Kralupy nad Vltavou;4;1;0;5;2;0;0;0;1
neděle;2020-03-15;8001;Bílovec;2;0;0;2;0;0;0;0;18
neděle;2020-03-15;2012;Kutná Hora;1;0;0;1;0;0;0;0;0
neděle;2020-03-15;8002;Bohumín;0;0;0;0;0;0;0;0;7
neděle;2020-03-15;2013;Lysá nad Labem;0;0;0;0;0;0;0;0;0
neděle;2020-03-15;8003;Bruntál;0;0;0;0;0;0;0;0;3
neděle;2020-03-15;2014;Mělník;3;0;0;3;0;0;0;0;0
neděle;2020-03-15;8004;Český Těšín;0;0;0;0;0;0;0;0;10
neděle;2020-03-15;5207;Jičín;0;0;0;0;0;0;0;0;0
neděle;2020-03-15;2015;Mladá Boleslav;2;0;0;2;0;0;0;0;1
neděle;2020-03-15;8005;Frenštát pod Radhoštěm;0;0;0;0;0;0;0;0;6
neděle;2020-03-15;5208;Kostelec nad Orlicí;0;0;0;1;0;0;0;0;0
neděle;2020-03-15;2016;Mnichovo Hradiště;0;0;0;0;0;0;0;0;0
neděle;2020-03-15;5209;Náchod;3;0;0;3;0;0;0;0;2
neděle;2020-03-15;8006;Frýdek-Místek;7;1;0;7;1;0;0;0;103
neděle;2020-03-15;2017;Neratovice;2;0;0;2;0;0;0;0;0
neděle;2020-03-15;5210;Nová Paka;0;0;0;0;0;0;0;0;1
neděle;2020-03-15;2018;Nymburk;5;0;0;5;0;0;0;0;8
neděle;2020-03-15;5211;Nové Město nad Metují;0;0;0;0;0;0;0;0;0
neděle;2020-03-15;5212;Nový Bydžov;0;0;0;0;0;0;0;0;0
neděle;2020-03-15;2019;Poděbrady;0;0;0;0;0;0;0;0;0
neděle;2020-03-15;2020;Příbram;0;0;0;0;0;0;0;0;0
neděle;2020-03-15;5213;Rychnov nad Kněžnou;0;0;0;0;0;0;0;0;2
neděle;2020-03-15;7203;Kroměříž;0;0;0;0;0;0;0;0;3
neděle;2020-03-15;8007;Frýdlant nad Ostravicí;0;0;0;0;0;0;0;0;14
neděle;2020-03-15;2021;Rakovník;0;0;0;0;0;0;0;0;0
neděle;2020-03-15;5214;Trutnov;0;0;0;0;0;0;0;0;1
neděle;2020-03-15;2022;Říčany;2;0;0;2;0;0;0;0;2
neděle;2020-03-15;5215;Vrchlabí;0;0;0;0;0;0;0;0;0
neděle;2020-03-15;2023;Sedlčany;0;0;0;0;0;0;0;0;0
neděle;2020-03-15;8008;Havířov;1;0;0;1;0;0;0;0;17
neděle;2020-03-15;8009;Hlučín;0;0;0;0;0;0;0;0;4
neděle;2020-03-15;5301;Česká Třebová;0;0;0;0;0;0;0;0;5
neděle;2020-03-15;2024;Slaný;3;2;1;4;2;1;0;0;4
neděle;2020-03-15;8010;Jablunkov;0;0;0;0;0;0;0;0;1
neděle;2020-03-15;2025;Vlašim;0;0;0;0;0;0;0;0;0
neděle;2020-03-15;8012;Kopřivnice;0;0;0;0;0;0;0;0;10
neděle;2020-03-15;2026;Votice;0;0;0;0;0;0;0;0;0
neděle;2020-03-15;3101;Blatná;0;0;0;0;0;0;0;0;1
neděle;2020-03-15;8013;Kravaře;0;0;0;0;0;0;0;0;1
neděle;2020-03-15;8014;Krnov;0;0;0;0;0;0;0;0;0
neděle;2020-03-15;3102;České Budějovice;1;0;0;1;0;0;0;0;42
neděle;2020-03-15;3103;Český Krumlov;0;0;0;0;0;0;0;0;7
neděle;2020-03-15;8011;Karviná;0;0;0;0;0;0;0;0;9
neděle;2020-03-15;3104;Dačice;0;0;0;0;0;0;0;0;3
neděle;2020-03-15;8016;Odry;1;0;0;1;0;0;0;0;1
neděle;2020-03-15;3105;Jindřichův Hradec;0;0;0;0;0;0;0;0;18
neděle;2020-03-15;8017;Opava;0;0;0;0;0;0;0;0;5
neděle;2020-03-15;3106;Kaplice;1;0;0;1;0;0;0;0;7
neděle;2020-03-15;3107;Milevsko;0;0;0;0;0;0;0;0;1
neděle;2020-03-15;3108;Písek;1;0;0;1;0;0;0;0;12
neděle;2020-03-15;3109;Prachatice;2;0;0;2;0;0;0;0;10
neděle;2020-03-15;3110;Soběslav;0;0;0;0;0;0;0;0;5
neděle;2020-03-15;3111;Strakonice;0;0;0;0;0;0;0;0;11
neděle;2020-03-15;3112;Tábor;1;0;0;1;0;0;0;0;12
neděle;2020-03-15;3113;Trhové Sviny;0;0;0;0;0;0;0;0;8
neděle;2020-03-15;3114;Třeboň;0;0;0;0;0;0;0;0;7
neděle;2020-03-15;3115;Týn nad Vltavou;0;0;0;0;0;0;0;0;3
neděle;2020-03-15;3116;Vimperk;0;0;0;0;0;0;0;0;2
